,START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,HOUR,DAY,MONTH,DAY_NAME,DAY_OF_WEEK,DURATION
506,2016-07-02 23:48:00,2016-07-03 00:12:00,Business,Durham,Cary,9.9,Meeting,23,2,7,Saturday,5,24.0
507,2016-07-03 00:28:00,2016-07-03 00:38:00,Business,Cary,Morrisville,3.1,Errand/Supplies,0,3,7,Sunday,6,10.0
508,2016-07-03 03:02:00,2016-07-03 03:08:00,Business,Morrisville,Cary,3.1,Errand/Supplies,3,3,7,Sunday,6,6.0
509,2016-07-03 20:00:00,2016-07-03 20:18:00,Business,Cary,Durham,9.9,Meeting,20,3,7,Sunday,6,18.0
510,2016-07-04 00:32:00,2016-07-04 00:47:00,Business,Durham,Cary,9.9,Meeting,0,4,7,Monday,0,15.0
511,2016-07-04 17:31:00,2016-07-04 17:49:00,Business,Whitebridge,Summerwinds,8.8,Meeting,17,4,7,Monday,0,18.0
512,2016-07-04 18:23:00,2016-07-04 18:49:00,Business,Summerwinds,Whitebridge,8.7,Temporary Site,18,4,7,Monday,0,26.0
513,2016-07-04 20:00:00,2016-07-04 20:17:00,Business,Cary,Durham,11.8,Meeting,20,4,7,Monday,0,17.0
514,2016-07-05 00:00:00,2016-07-05 00:05:00,Business,Parkwood,Parkwood,1.2,Errand/Supplies,0,5,7,Tuesday,1,5.0
515,2016-07-05 00:08:00,2016-07-05 00:28:00,Business,Durham,Cary,9.9,Meeting,0,5,7,Tuesday,1,20.0
516,2016-07-05 16:48:00,2016-07-05 16:52:00,Business,Whitebridge,Whitebridge,0.6,Errand/Supplies,16,5,7,Tuesday,1,4.0
519,2016-07-06 00:33:00,2016-07-06 00:53:00,Business,Morrisville,Cary,6.3,Meal/Entertain,0,6,7,Wednesday,2,20.0
520,2016-07-06 09:06:00,2016-07-06 09:25:00,Business,Cary,Durham,9.9,Meeting,9,6,7,Wednesday,2,19.0
522,2016-07-06 20:04:00,2016-07-06 20:14:00,Business,Cary,Morrisville,3.3,Meal/Entertain,20,6,7,Wednesday,2,10.0
523,2016-07-06 23:46:00,2016-07-06 23:59:00,Business,Morrisville,Cary,3.1,Customer Visit,23,6,7,Wednesday,2,13.0
524,2016-07-07 08:22:00,2016-07-07 08:50:00,Business,Cary,Morrisville,7.9,Temporary Site,8,7,7,Thursday,3,28.0
545,2016-07-14 16:03:00,2016-07-14 16:34:00,Business,Morrisville,Morrisville,11.8,Errand/Supplies,16,14,7,Thursday,3,31.0
557,2016-07-16 22:50:00,2016-07-16 23:03:00,Business,Banner Elk,Banner Elk,4.4,Errand/Supplies,22,16,7,Saturday,5,13.0
558,2016-07-17 11:23:00,2016-07-17 11:50:00,Personal,Banner Elk,Boone,15.1,Charity ($),11,17,7,Sunday,6,27.0
559,2016-07-17 12:20:00,2016-07-17 15:25:00,Personal,Boone,Cary,180.2,Commute,12,17,7,Sunday,6,185.0
560,2016-07-18 10:37:00,2016-07-18 10:49:00,Personal,Cary,Morrisville,4.1,Moving,10,18,7,Monday,0,12.0
561,2016-07-18 10:54:00,2016-07-18 11:15:00,Personal,Morrisville,Cary,6.1,Moving,10,18,7,Monday,0,21.0
562,2016-07-18 11:25:00,2016-07-18 11:36:00,Personal,Northwoods,Preston,3.3,Moving,11,18,7,Monday,0,11.0
563,2016-07-18 11:40:00,2016-07-18 11:56:00,Personal,Preston,Whitebridge,4.7,Moving,11,18,7,Monday,0,16.0
564,2016-07-18 17:12:00,2016-07-18 17:33:00,Business,Cary,Apex,7.2,Meeting,17,18,7,Monday,0,21.0
565,2016-07-18 18:32:00,2016-07-18 18:47:00,Business,Apex,Cary,5.5,Meal/Entertain,18,18,7,Monday,0,15.0
566,2016-07-18 19:07:00,2016-07-18 19:14:00,Business,Cary,Morrisville,3.3,Meal/Entertain,19,18,7,Monday,0,7.0
567,2016-07-18 20:28:00,2016-07-18 20:32:00,Business,Hazelwood,Weston,0.9,Errand/Supplies,20,18,7,Monday,0,4.0
568,2016-07-18 21:11:00,2016-07-18 21:19:00,Business,Morrisville,Cary,3.8,Meal/Entertain,21,18,7,Monday,0,8.0
569,2016-07-19 10:35:00,2016-07-19 10:51:00,Business,Whitebridge,Stonewater,6.4,Customer Visit,10,19,7,Tuesday,1,16.0
570,2016-07-19 10:56:00,2016-07-19 11:11:00,Business,Stonewater,Lexington Park at Amberly,3.0,Meeting,10,19,7,Tuesday,1,15.0
571,2016-07-19 11:30:00,2016-07-19 12:00:00,Business,Lexington Park at Amberly,Whitebridge,8.7,Meal/Entertain,11,19,7,Tuesday,1,30.0
572,2016-07-19 17:14:00,2016-07-19 17:24:00,Business,Whitebridge,Chessington,3.9,Errand/Supplies,17,19,7,Tuesday,1,10.0
585,2016-07-22 13:21:00,2016-07-22 13:42:00,Business,Durham,Cary,9.9,Meeting,13,22,7,Friday,4,21.0
586,2016-07-22 14:27:00,2016-07-22 14:43:00,Business,Cary,Morrisville,6.1,Meal/Entertain,14,22,7,Friday,4,16.0
593,2016-07-23 20:17:00,2016-07-23 20:33:00,Business,Cary,Durham,10.4,Meeting,20,23,7,Saturday,5,16.0
594,2016-07-23 23:18:00,2016-07-23 23:43:00,Business,Durham,Cary,9.9,Meeting,23,23,7,Saturday,5,25.0
601,2016-07-26 20:52:00,2016-07-26 21:00:00,Business,Cary,Morrisville,2.5,Meal/Entertain,20,26,7,Tuesday,1,8.0
602,2016-07-26 22:31:00,2016-07-26 22:39:00,Business,Morrisville,Cary,2.5,Meal/Entertain,22,26,7,Tuesday,1,8.0
608,2016-07-29 17:27:00,2016-07-29 17:45:00,Business,Westpark Place,Whitebridge,2.2,Meal/Entertain,17,29,7,Friday,4,18.0
620,2016-08-02 08:11:00,2016-08-02 08:32:00,Business,Cary,Morrisville,8.4,Meeting,8,2,8,Tuesday,1,21.0
633,2016-08-07 17:28:00,2016-08-07 17:43:00,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit,17,7,8,Sunday,6,15.0
635,2016-08-07 20:15:00,2016-08-07 20:23:00,Business,Morrisville,Cary,2.5,Meal/Entertain,20,7,8,Sunday,6,8.0
638,2016-08-08 17:02:00,2016-08-08 17:13:00,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit,17,8,8,Monday,0,11.0
640,2016-08-08 23:28:00,2016-08-08 23:37:00,Business,Morrisville,Cary,3.2,Customer Visit,23,8,8,Monday,0,9.0
655,2016-08-13 15:35:00,2016-08-13 15:58:00,Business,Cary,Morrisville,8.4,Meeting,15,13,8,Saturday,5,23.0
659,2016-08-15 19:08:00,2016-08-15 20:30:00,Business,Unknown Location,Unknown Location,25.9,Temporary Site,19,15,8,Monday,0,82.0
665,2016-08-16 11:47:00,2016-08-16 12:03:00,Business,Islamabad,Unknown Location,5.7,Temporary Site,11,16,8,Tuesday,1,16.0
674,2016-08-17 18:38:00,2016-08-17 18:57:00,Business,Unknown Location,Unknown Location,7.7,Temporary Site,18,17,8,Wednesday,2,19.0
675,2016-08-18 18:40:00,2016-08-18 19:07:00,Business,Unknown Location,Unknown Location,7.6,Temporary Site,18,18,8,Thursday,3,27.0
683,2016-08-21 10:00:00,2016-08-21 10:29:00,Business,Unknown Location,Unknown Location,7.6,Airport/Travel,10,21,8,Sunday,6,29.0
735,2016-08-29 14:49:00,2016-08-29 15:04:00,Business,Islamabad,Unknown Location,5.7,Temporary Site,14,29,8,Monday,0,15.0
800,2016-10-09 14:04:00,2016-10-09 14:23:00,Business,Unknown Location,Unknown Location,7.7,Temporary Site,14,9,10,Sunday,6,19.0
803,2016-10-11 01:27:00,2016-10-11 02:08:00,Business,Unknown Location,R?walpindi,17.1,Meeting,1,11,10,Tuesday,1,41.0
813,2016-10-14 23:54:00,2016-10-15 02:06:00,Business,Unknown Location,R?walpindi,17.0,Meeting,23,14,10,Friday,4,132.0
816,2016-10-16 12:52:00,2016-10-16 13:11:00,Business,Cary,Durham,10.5,Meeting,12,16,10,Sunday,6,19.0
819,2016-10-16 19:27:00,2016-10-16 19:33:00,Business,Whitebridge,Parkway,2.1,Meeting,19,16,10,Sunday,6,6.0
821,2016-10-16 21:34:00,2016-10-16 21:41:00,Business,Morrisville,Cary,2.5,Meal/Entertain,21,16,10,Sunday,6,7.0
829,2016-10-18 10:41:00,2016-10-18 11:09:00,Business,Cary,Morrisville,7.9,Temporary Site,10,18,10,Tuesday,1,28.0
849,2016-10-23 19:04:00,2016-10-23 19:14:00,Business,Cary,Morrisville,3.1,Meal/Entertain,19,23,10,Sunday,6,10.0
850,2016-10-23 21:10:00,2016-10-23 21:25:00,Business,Morrisville,Cary,3.1,Customer Visit,21,23,10,Sunday,6,15.0
857,2016-10-25 20:00:00,2016-10-25 20:11:00,Business,Whitebridge,Savon Height,3.6,Meal/Entertain,20,25,10,Tuesday,1,11.0
859,2016-10-25 22:24:00,2016-10-25 22:45:00,Business,Parkway,Whitebridge,8.7,Errand/Supplies,22,25,10,Tuesday,1,21.0
860,2016-10-26 19:25:00,2016-10-26 19:31:00,Business,Whitebridge,Parkway,2.1,Meeting,19,26,10,Wednesday,2,6.0
862,2016-10-27 18:51:00,2016-10-27 19:16:00,Business,Cary,Morrisville,8.4,Meeting,18,27,10,Thursday,3,25.0
867,2016-10-28 11:34:00,2016-10-28 11:52:00,Business,Cary,Durham,10.4,Meeting,11,28,10,Friday,4,18.0
868,2016-10-28 13:06:00,2016-10-28 13:36:00,Business,Durham,Cary,9.9,Meeting,13,28,10,Friday,4,30.0
869,2016-10-28 15:53:00,2016-10-28 17:59:00,Business,Cary,Winston Salem,107.0,Meeting,15,28,10,Friday,4,126.0
870,2016-10-28 18:13:00,2016-10-28 20:07:00,Business,Winston Salem,Asheville,133.6,Meeting,18,28,10,Friday,4,114.0
871,2016-10-28 20:13:00,2016-10-28 22:00:00,Business,Asheville,Topton,91.8,Meeting,20,28,10,Friday,4,107.0
872,2016-10-29 15:22:00,2016-10-29 17:05:00,Business,Topton,Hayesville,40.7,Meeting,15,29,10,Saturday,5,103.0
886,2016-10-31 21:45:00,2016-10-31 22:10:00,Business,Savon Height,Whitebridge,9.6,Errand/Supplies,21,31,10,Monday,0,25.0
892,2016-11-01 20:41:00,2016-11-01 20:55:00,Business,Whitebridge,Whitebridge,4.2,Meal/Entertain,20,1,11,Tuesday,1,14.0
895,2016-11-02 16:46:00,2016-11-02 17:11:00,Business,Cary,Morrisville,8.5,Meeting,16,2,11,Wednesday,2,25.0
902,2016-11-03 18:51:00,2016-11-03 19:08:00,Business,Cary,Morrisville,3.1,Meal/Entertain,18,3,11,Thursday,3,17.0
903,2016-11-03 22:46:00,2016-11-03 22:58:00,Business,Morrisville,Cary,3.1,Customer Visit,22,3,11,Thursday,3,12.0
904,2016-11-04 10:02:00,2016-11-04 10:18:00,Business,Cary,Morrisville,7.9,Temporary Site,10,4,11,Friday,4,16.0
912,2016-11-06 16:05:00,2016-11-06 16:22:00,Business,Renaissance,Agnew,2.8,Meeting,16,6,11,Sunday,6,17.0
913,2016-11-06 16:27:00,2016-11-06 17:28:00,Business,Santa Clara,Berkeley,43.9,Customer Visit,16,6,11,Sunday,6,61.0
916,2016-11-07 12:28:00,2016-11-07 12:57:00,Business,Berkeley,San Francisco,11.8,Between Offices,12,7,11,Monday,0,29.0
917,2016-11-07 19:17:00,2016-11-07 19:57:00,Business,San Francisco,Berkeley,13.2,Between Offices,19,7,11,Monday,0,40.0
918,2016-11-08 10:29:00,2016-11-08 10:57:00,Business,Berkeley,San Francisco,12.2,Between Offices,10,8,11,Tuesday,1,28.0
919,2016-11-08 12:16:00,2016-11-08 12:49:00,Business,San Francisco,Berkeley,11.3,Meeting,12,8,11,Tuesday,1,33.0
926,2016-11-09 18:21:00,2016-11-09 18:35:00,Business,Ingleside,Potrero Flats,5.5,Meeting,18,9,11,Wednesday,2,14.0
927,2016-11-09 18:40:00,2016-11-09 19:17:00,Business,San Francisco,Oakland,12.7,Customer Visit,18,9,11,Wednesday,2,37.0
930,2016-11-10 09:46:00,2016-11-10 10:15:00,Business,Berkeley,San Francisco,12.6,Temporary Site,9,10,11,Thursday,3,29.0
933,2016-11-10 15:17:00,2016-11-10 15:22:00,Business,San Francisco,Oakland,9.9,Temporary Site,15,10,11,Thursday,3,5.0
934,2016-11-10 15:30:00,2016-11-10 15:53:00,Business,Oakland,Berkeley,6.0,Meeting,15,10,11,Thursday,3,23.0
936,2016-11-11 09:35:00,2016-11-11 10:23:00,Business,Berkeley,Menlo Park,45.9,Customer Visit,9,11,11,Friday,4,48.0
939,2016-11-11 14:39:00,2016-11-11 15:46:00,Business,Menlo Park,Berkeley,36.6,Customer Visit,14,11,11,Friday,4,67.0
946,2016-11-12 14:22:00,2016-11-12 14:53:00,Business,West Berkeley,South,5.9,Meeting,14,12,11,Saturday,5,31.0
949,2016-11-12 15:40:00,2016-11-12 15:59:00,Business,Emeryville,Berkeley,3.7,Errand/Supplies,15,12,11,Saturday,5,19.0
954,2016-11-13 12:22:00,2016-11-13 12:51:00,Business,West Berkeley,Southside,4.0,Meeting,12,13,11,Sunday,6,29.0
960,2016-11-14 11:24:00,2016-11-14 12:13:00,Business,Berkeley,Mountain View,44.6,Customer Visit,11,14,11,Monday,0,49.0
961,2016-11-14 13:40:00,2016-11-14 14:33:00,Business,Mountain View,Berkeley,43.6,Customer Visit,13,14,11,Monday,0,53.0
963,2016-11-14 20:19:00,2016-11-14 20:30:00,Business,Emeryville,Berkeley,3.7,Errand/Supplies,20,14,11,Monday,0,11.0
965,2016-11-15 14:09:00,2016-11-15 14:26:00,Business,Oakland,San Francisco,9.7,Temporary Site,14,15,11,Tuesday,1,17.0
966,2016-11-15 20:44:00,2016-11-15 21:00:00,Business,San Francisco,Berkeley,11.8,Temporary Site,20,15,11,Tuesday,1,16.0
967,2016-11-16 20:21:00,2016-11-16 20:27:00,Business,Berkeley,El Cerrito,2.3,Temporary Site,20,16,11,Wednesday,2,6.0
968,2016-11-16 22:52:00,2016-11-16 23:02:00,Business,El Cerrito,Berkeley,3.1,Meal/Entertain,22,16,11,Wednesday,2,10.0
969,2016-11-17 10:13:00,2016-11-17 10:44:00,Business,Berkeley,Oakland,16.3,Customer Visit,10,17,11,Thursday,3,31.0
970,2016-11-18 20:09:00,2016-11-18 20:19:00,Business,Cary,Morrisville,3.1,Meal/Entertain,20,18,11,Friday,4,10.0
971,2016-11-18 21:23:00,2016-11-18 21:34:00,Business,Morrisville,Cary,5.2,Meal/Entertain,21,18,11,Friday,4,11.0
972,2016-11-18 21:56:00,2016-11-18 22:21:00,Business,Krendle Woods,Whitebridge,6.1,Meeting,21,18,11,Friday,4,25.0
973,2016-11-19 13:51:00,2016-11-19 14:10:00,Business,Cary,Durham,10.3,Meeting,13,19,11,Saturday,5,19.0
974,2016-11-19 14:30:00,2016-11-19 14:51:00,Business,Durham,Cary,10.5,Meeting,14,19,11,Saturday,5,21.0
977,2016-11-19 17:41:00,2016-11-19 17:54:00,Business,Cary,Apex,5.4,Errand/Supplies,17,19,11,Saturday,5,13.0
978,2016-11-19 21:14:00,2016-11-19 21:35:00,Business,Apex,Cary,5.4,Customer Visit,21,19,11,Saturday,5,21.0
979,2016-11-20 10:27:00,2016-11-20 11:32:00,Business,Cary,Cary,39.2,Between Offices,10,20,11,Sunday,6,65.0
980,2016-11-20 11:58:00,2016-11-20 12:28:00,Business,Cary,Cary,6.4,Customer Visit,11,20,11,Sunday,6,30.0
981,2016-11-20 14:58:00,2016-11-20 15:07:00,Business,Cary,Cary,2.7,Meeting,14,20,11,Sunday,6,9.0
982,2016-11-20 17:45:00,2016-11-20 18:37:00,Business,Cary,Cary,18.5,Errand/Supplies,17,20,11,Sunday,6,52.0
983,2016-11-21 13:37:00,2016-11-21 13:49:00,Business,Cary,Cary,2.5,Meal/Entertain,13,21,11,Monday,0,12.0
984,2016-11-21 14:34:00,2016-11-21 14:44:00,Business,Cary,Cary,2.1,Meal/Entertain,14,21,11,Monday,0,10.0
985,2016-11-21 17:50:00,2016-11-21 18:04:00,Business,Cary,Unknown Location,6.7,Errand/Supplies,17,21,11,Monday,0,14.0
986,2016-11-21 18:18:00,2016-11-21 18:27:00,Business,Unknown Location,Morrisville,3.5,Meal/Entertain,18,21,11,Monday,0,9.0
987,2016-11-21 18:43:00,2016-11-21 18:51:00,Business,Morrisville,Cary,3.4,Errand/Supplies,18,21,11,Monday,0,8.0
988,2016-11-22 15:12:00,2016-11-22 15:27:00,Business,Cary,Cary,5.5,Meeting,15,22,11,Tuesday,1,15.0
989,2016-11-22 15:31:00,2016-11-22 15:44:00,Business,Cary,Cary,4.1,Meeting,15,22,11,Tuesday,1,13.0
990,2016-11-22 15:51:00,2016-11-22 16:43:00,Business,Cary,Cary,12.7,Customer Visit,15,22,11,Tuesday,1,52.0
991,2016-11-22 18:18:00,2016-11-22 18:28:00,Business,Cary,Morrisville,3.0,Meal/Entertain,18,22,11,Tuesday,1,10.0
992,2016-11-22 21:02:00,2016-11-22 21:14:00,Business,Morrisville,Cary,3.5,Customer Visit,21,22,11,Tuesday,1,12.0
993,2016-11-23 15:34:00,2016-11-23 15:50:00,Business,Cary,Cary,5.9,Meal/Entertain,15,23,11,Wednesday,2,16.0
997,2016-11-25 11:47:00,2016-11-25 12:04:00,Business,Cary,Durham,10.3,Meeting,11,25,11,Friday,4,17.0
998,2016-11-25 13:13:00,2016-11-25 13:31:00,Business,Durham,Cary,11.1,Meeting,13,25,11,Friday,4,18.0
1000,2016-11-26 17:00:00,2016-11-26 17:12:00,Business,Cary,Apex,5.1,Meeting,17,26,11,Saturday,5,12.0
1001,2016-11-26 17:36:00,2016-11-26 17:56:00,Business,Apex,Holly Springs,9.0,Meeting,17,26,11,Saturday,5,20.0
1002,2016-11-26 18:29:00,2016-11-26 19:04:00,Business,Holly Springs,Cary,13.3,Between Offices,18,26,11,Saturday,5,35.0
1003,2016-11-26 19:47:00,2016-11-26 19:54:00,Business,Cary,Cary,2.5,Errand/Supplies,19,26,11,Saturday,5,7.0
1004,2016-11-27 15:59:00,2016-11-27 16:06:00,Business,Cary,Morrisville,3.3,Meal/Entertain,15,27,11,Sunday,6,7.0
1006,2016-11-30 11:03:00,2016-11-30 11:34:00,Business,Cary,Raleigh,8.5,Customer Visit,11,30,11,Wednesday,2,31.0
1007,2016-11-30 11:53:00,2016-11-30 12:35:00,Business,Raleigh,Morrisville,6.7,Temporary Site,11,30,11,Wednesday,2,42.0
1009,2016-12-01 07:44:00,2016-12-01 07:59:00,Business,Cary,Cary,5.5,Meeting,7,1,12,Thursday,3,15.0
1010,2016-12-01 08:37:00,2016-12-01 08:53:00,Business,Cary,Cary,5.5,Errand/Supplies,8,1,12,Thursday,3,16.0
1011,2016-12-01 18:00:00,2016-12-01 18:12:00,Business,Cary,Morrisville,2.9,Meal/Entertain,18,1,12,Thursday,3,12.0
1012,2016-12-01 20:36:00,2016-12-01 20:46:00,Business,Morrisville,Cary,2.9,Customer Visit,20,1,12,Thursday,3,10.0
1013,2016-12-02 12:12:00,2016-12-02 12:23:00,Business,Cary,Apex,5.1,Meal/Entertain,12,2,12,Friday,4,11.0
1014,2016-12-02 13:07:00,2016-12-02 13:22:00,Business,Apex,Cary,5.3,Customer Visit,13,2,12,Friday,4,15.0
1015,2016-12-02 20:41:00,2016-12-02 20:48:00,Business,Cary,Morrisville,3.3,Meal/Entertain,20,2,12,Friday,4,7.0
1016,2016-12-02 22:59:00,2016-12-02 23:07:00,Business,Morrisville,Cary,3.0,Customer Visit,22,2,12,Friday,4,8.0
1017,2016-12-03 18:35:00,2016-12-03 18:56:00,Business,Cary,Wake Co.,6.6,Errand/Supplies,18,3,12,Saturday,5,21.0
1019,2016-12-03 20:31:00,2016-12-03 20:41:00,Business,Morrisville,Cary,3.0,Customer Visit,20,3,12,Saturday,5,10.0
1020,2016-12-04 18:56:00,2016-12-04 19:03:00,Business,Cary,Morrisville,2.9,Meal/Entertain,18,4,12,Sunday,6,7.0
1021,2016-12-04 20:23:00,2016-12-04 20:34:00,Business,Morrisville,Cary,3.4,Customer Visit,20,4,12,Sunday,6,11.0
1023,2016-12-05 19:22:00,2016-12-05 19:37:00,Business,Cary,Cary,3.8,Meal/Entertain,19,5,12,Monday,0,15.0
1024,2016-12-07 12:03:00,2016-12-07 12:32:00,Business,Cary,Cary,6.6,Meeting,12,7,12,Wednesday,2,29.0
1025,2016-12-07 12:35:00,2016-12-07 12:46:00,Business,Cary,Cary,4.0,Meeting,12,7,12,Wednesday,2,11.0
1026,2016-12-07 19:53:00,2016-12-07 20:13:00,Business,Cary,Cary,7.0,Customer Visit,19,7,12,Wednesday,2,20.0
1027,2016-12-07 21:13:00,2016-12-07 21:50:00,Business,Cary,Cary,6.9,Meal/Entertain,21,7,12,Wednesday,2,37.0
1028,2016-12-08 14:19:00,2016-12-08 14:32:00,Business,Cary,Cary,3.4,Errand/Supplies,14,8,12,Thursday,3,13.0
1029,2016-12-08 14:53:00,2016-12-08 15:02:00,Business,Cary,Cary,3.4,Errand/Supplies,14,8,12,Thursday,3,9.0
1030,2016-12-08 19:22:00,2016-12-08 19:27:00,Business,Cary,Cary,2.0,Meeting,19,8,12,Thursday,3,5.0
1031,2016-12-08 21:26:00,2016-12-08 21:31:00,Business,Cary,Cary,2.0,Errand/Supplies,21,8,12,Thursday,3,5.0
1032,2016-12-09 12:09:00,2016-12-09 12:24:00,Business,Cary,Apex,5.1,Errand/Supplies,12,9,12,Friday,4,15.0
1033,2016-12-09 13:15:00,2016-12-09 13:43:00,Business,Apex,Cary,8.8,Temporary Site,13,9,12,Friday,4,28.0
1034,2016-12-09 20:11:00,2016-12-09 20:34:00,Business,Cary,Cary,5.6,Meeting,20,9,12,Friday,4,23.0
1035,2016-12-09 22:03:00,2016-12-09 22:57:00,Business,Cary,Cary,18.9,Customer Visit,22,9,12,Friday,4,54.0
1036,2016-12-10 12:43:00,2016-12-10 13:16:00,Business,Cary,Fuquay-Varina,15.6,Meeting,12,10,12,Saturday,5,33.0
1037,2016-12-10 14:42:00,2016-12-10 15:18:00,Business,Fuquay-Varina,Cary,15.6,Errand/Supplies,14,10,12,Saturday,5,36.0
1038,2016-12-10 18:17:00,2016-12-10 18:27:00,Business,Cary,Morrisville,3.0,Meal/Entertain,18,10,12,Saturday,5,10.0
1039,2016-12-10 22:09:00,2016-12-10 22:21:00,Business,Morrisville,Cary,3.1,Customer Visit,22,10,12,Saturday,5,12.0
1040,2016-12-11 16:06:00,2016-12-11 16:16:00,Business,Cary,Morrisville,3.0,Meal/Entertain,16,11,12,Sunday,6,10.0
1041,2016-12-11 19:05:00,2016-12-11 19:15:00,Business,Morrisville,Cary,4.8,Errand/Supplies,19,11,12,Sunday,6,10.0
1042,2016-12-11 21:48:00,2016-12-11 21:56:00,Business,Cary,Cary,2.1,Errand/Supplies,21,11,12,Sunday,6,8.0
1043,2016-12-12 13:22:00,2016-12-12 13:32:00,Business,Cary,Cary,3.1,Errand/Supplies,13,12,12,Monday,0,10.0
1044,2016-12-12 13:36:00,2016-12-12 13:51:00,Business,Cary,Apex,4.4,Meal/Entertain,13,12,12,Monday,0,15.0
1045,2016-12-12 14:26:00,2016-12-12 14:39:00,Business,Apex,Cary,4.7,Customer Visit,14,12,12,Monday,0,13.0
1046,2016-12-12 17:51:00,2016-12-12 18:01:00,Business,Cary,Morrisville,3.0,Meal/Entertain,17,12,12,Monday,0,10.0
1047,2016-12-12 20:48:00,2016-12-12 20:57:00,Business,Morrisville,Cary,3.0,Customer Visit,20,12,12,Monday,0,9.0
1048,2016-12-13 18:19:00,2016-12-13 18:29:00,Business,Cary,Cary,4.2,Errand/Supplies,18,13,12,Tuesday,1,10.0
1049,2016-12-13 20:20:00,2016-12-13 20:29:00,Business,Cary,Cary,4.1,Meal/Entertain,20,13,12,Tuesday,1,9.0
1052,2016-12-14 17:50:00,2016-12-14 18:00:00,Business,Cary,Morrisville,3.0,Meal/Entertain,17,14,12,Wednesday,2,10.0
1053,2016-12-14 20:24:00,2016-12-14 20:40:00,Business,Morrisville,Cary,3.1,Customer Visit,20,14,12,Wednesday,2,16.0
1054,2016-12-15 14:20:00,2016-12-15 14:54:00,Business,Cary,Morrisville,10.6,Meeting,14,15,12,Thursday,3,34.0
1055,2016-12-17 15:38:00,2016-12-17 16:12:00,Business,Unknown Location,Unknown Location,4.8,Airport/Travel,15,17,12,Saturday,5,34.0
1056,2016-12-17 17:19:00,2016-12-17 17:59:00,Business,Unknown Location,Unknown Location,5.3,Temporary Site,17,17,12,Saturday,5,40.0
1057,2016-12-18 13:03:00,2016-12-18 13:41:00,Business,Unknown Location,Unknown Location,4.9,Errand/Supplies,13,18,12,Sunday,6,38.0
1058,2016-12-18 16:38:00,2016-12-18 17:25:00,Business,Unknown Location,Unknown Location,10.2,Errand/Supplies,16,18,12,Sunday,6,47.0
1060,2016-12-19 09:08:00,2016-12-19 09:36:00,Business,Unknown Location,Islamabad,7.7,Errand/Supplies,9,19,12,Monday,0,28.0
1061,2016-12-19 10:15:00,2016-12-19 10:34:00,Business,Islamabad,Rawalpindi,5.9,Temporary Site,10,19,12,Monday,0,19.0
1062,2016-12-19 13:04:00,2016-12-19 13:08:00,Business,Rawalpindi,Unknown Location,0.7,Errand/Supplies,13,19,12,Monday,0,4.0
1067,2016-12-19 15:09:00,2016-12-19 15:38:00,Business,Unknown Location,Rawalpindi,10.2,Customer Visit,15,19,12,Monday,0,29.0
1068,2016-12-19 16:50:00,2016-12-19 17:09:00,Business,Rawalpindi,Islamabad,7.2,Customer Visit,16,19,12,Monday,0,19.0
1070,2016-12-19 19:55:00,2016-12-19 20:30:00,Business,Unknown Location,Unknown Location,11.0,Meeting,19,19,12,Monday,0,35.0
1072,2016-12-20 10:30:00,2016-12-20 10:48:00,Business,Rawalpindi,Rawalpindi,3.3,Errand/Supplies,10,20,12,Tuesday,1,18.0
1073,2016-12-20 11:30:00,2016-12-20 12:17:00,Business,Rawalpindi,Unknown Location,19.4,Meeting,11,20,12,Tuesday,1,47.0
1074,2016-12-20 13:14:00,2016-12-20 13:20:00,Business,Unknown Location,Unknown Location,1.7,Errand/Supplies,13,20,12,Tuesday,1,6.0
1075,2016-12-20 13:54:00,2016-12-20 14:17:00,Business,Unknown Location,Islamabad,5.7,Temporary Site,13,20,12,Tuesday,1,23.0
1076,2016-12-20 16:14:00,2016-12-20 16:24:00,Business,Islamabad,Islamabad,1.8,Errand/Supplies,16,20,12,Tuesday,1,10.0
1077,2016-12-20 16:56:00,2016-12-20 17:07:00,Business,Islamabad,Islamabad,1.4,Errand/Supplies,16,20,12,Tuesday,1,11.0
1078,2016-12-20 18:47:00,2016-12-20 19:21:00,Business,Islamabad,Unknown Location,10.3,Customer Visit,18,20,12,Tuesday,1,34.0
1079,2016-12-21 07:42:00,2016-12-21 08:10:00,Business,Unknown Location,Unknown Location,11.5,Meeting,7,21,12,Wednesday,2,28.0
1080,2016-12-21 10:14:00,2016-12-21 10:30:00,Business,Unknown Location,Islamabad,4.9,Errand/Supplies,10,21,12,Wednesday,2,16.0
1081,2016-12-21 11:35:00,2016-12-21 11:49:00,Business,Islamabad,Unknown Location,3.5,Meal/Entertain,11,21,12,Wednesday,2,14.0
1082,2016-12-21 12:51:00,2016-12-21 13:33:00,Business,Unknown Location,Unknown Location,16.2,Meeting,12,21,12,Wednesday,2,42.0
1083,2016-12-21 15:38:00,2016-12-21 15:49:00,Business,Unknown Location,Unknown Location,2.0,Errand/Supplies,15,21,12,Wednesday,2,11.0
1084,2016-12-21 15:55:00,2016-12-21 16:05:00,Business,Unknown Location,Islamabad,2.1,Errand/Supplies,15,21,12,Wednesday,2,10.0
1085,2016-12-21 17:45:00,2016-12-21 17:54:00,Business,Islamabad,Islamabad,2.1,Meeting,17,21,12,Wednesday,2,9.0
